Sample,SiO2 min,SiO2 max,MgO min,MgO max,Na2O min,Na2O max,K2O min,K2O max,Cs min,Cs max,Rb min,Rb max,Ba min,Ba max,Th min,Th max,Ce min,Ce max,Pb min,Pb max,Nd min,Nd max,Sr min,Sr max,Nb min,Nb max,Sm min,Sm max,Zr min,Zr max,Yb min,Yb max,Ti min,Ti max,Nd143_Nd144 min,Nd143_Nd144 max,Sr87_Sr86 min,Sr87_Sr86 max,Pb206_Pb204 min,Pb206_Pb204 max,Pb207_Pb204 min,Pb207_Pb204 max,Pb208_Pb204 min,Pb208_Pb204 max
E-11-08,45.2,48.2,3.08,6.08,2.08,5.08,-0.10000000000000009,2.9,0.138,0.41400000000000003,18.3,54.900000000000006,160,480,1.945,5.835,43.5,130.5,4.53,13.59,25.5,76.5,352,1056,24.85,74.55000000000001,6.2,18.6,202,606,1.6,4.800000000000001,10368.735991986478,31106.207975959434,0.512341146,0.513366854,0.704585709,0.705996291,18.65754,19.03446,15.43014,15.74186,38.433780000000006,39.21022
T-12-06,44.3,47.3,3.5199999999999996,6.52,2,5,-0.17999999999999994,2.8200000000000003,0.079,0.237,16.8,50.400000000000006,137.5,412.5,1.865,5.595,42.45,127.35000000000001,1.94,5.82,25.65,76.94999999999999,332,996,24.7,74.1,6.05,18.15,196.5,589.5,1.62,4.86,11747.238464909533,35241.715394728606,0.512342145,0.5133678549999999,0.704582712,0.705993288,18.7011,19.0789,15.43113,15.74287,38.48229,39.259710000000005
T-12-07,43.5,46.5,3.79,6.79,1.9,4.9,-0.21999999999999997,2.7800000000000002,0.072,0.21599999999999997,15.35,46.05,126,378,1.58,4.74,38.05,114.14999999999999,2.07,6.209999999999999,23.7,71.1,294,882,21.05,63.150000000000006,5.65,16.950000000000003,182.5,547.5,1.56,4.68,12646.261816815875,37938.78545044763,0.512358129,0.5133838709999999,0.704402892,0.705813108,18.721890000000002,19.10011,15.42717,15.73883,38.47239,39.24961
T-12-08,45.9,48.9,3.4400000000000004,6.44,2.18,5.18,-0.010000000000000009,2.99,0.1115,0.3345,20.55,61.650000000000006,162.5,487.5,2.13,6.39,46.9,140.7,3.055,9.165000000000001,26.85,80.55000000000001,365,1095,24.3,72.9,6.35,19.049999999999997,190.5,571.5,1.485,4.455,10398.703437050022,31196.110311150067,0.512342145,0.5133678549999999,0.704501793,0.705912207,18.71991,19.09809,15.44499,15.757010000000001,38.50506,39.282939999999996
T-12-09,44.1,47.1,4.15,7.15,1.7999999999999998,4.8,-0.28,2.7199999999999998,0.113,0.339,15.65,46.95,128.5,385.5,1.58,4.74,36.9,110.69999999999999,1.75,5.25,21.7,65.1,296.5,889.5,20.4,61.199999999999996,5.35,16.049999999999997,173.5,520.5,1.395,4.1850000000000005,13665.154948976397,40995.464846929186,0.5123591279999999,0.513384872,0.704411883,0.705822117,18.73575,19.114250000000002,15.429150000000002,15.74085,38.50803,39.28597
T-12-10,45.7,48.7,3.0999999999999996,6.1,2.08,5.08,-0.1499999999999999,2.85,0.19949999999999998,0.5985,18.2,54.599999999999994,143.5,430.5,1.84,5.5200000000000005,44.75,134.25,2.305,6.915000000000001,27.35,82.05000000000001,370,1110,23.5,70.5,6.65,19.950000000000003,200.5,601.5,1.57,4.71,12586.326926688787,37758.98078006636,0.512348139,0.513373861,0.7044648299999999,0.70587517,18.62388,19.000120000000003,15.425189999999999,15.73681,38.3625,39.1375
K-12-24,37,40,5.84,8.84,1.6099999999999999,4.609999999999999,-0.09000000000000008,2.91,0.1545,0.4635,12.25,36.75,244.5,733.5,2.735,8.205,75,225,3.185,9.555,37.65,112.94999999999999,452.5,1357.5,46.45,139.35000000000002,7.65,22.950000000000003,239,717,1.26,3.7800000000000002,15103.592312026545,45310.77693607964,0.5124770099999999,0.51350299,0.702760536,0.704167464,18.220950000000002,18.58905,15.37173,15.682269999999999,37.9269,38.6931
K-12-25,43.1,46.1,10.7,13.7,0.8900000000000001,3.89,-1.107,1.893,0.02,0.06,2.775,8.325,59,177,0.555,1.665,10.7,32.099999999999994,0.685,2.055,6.55,19.65,191,573,6.45,19.35,1.71,5.13,46.85,140.55,0.86,2.58,5394.1401114380515,16182.420334314154,0.5123960909999999,0.513421909,0.703422873,0.704831127,18.437759999999997,18.81024,15.42717,15.73883,38.274390000000004,39.04761
K-12-26,42.9,45.9,3.6799999999999997,6.68,2.41,5.41,-0.649,2.351,0.006499999999999999,0.0195,1.215,3.6450000000000005,15.75,47.25,1.02,3.06,55.5,166.5,1.715,5.1450000000000005,31.4,94.19999999999999,331.5,994.5,22.2,66.6,6.7,20.1,127.5,382.5,1.265,3.795,11417.596569210542,34252.78970763163,0.5124800070000001,0.513505993,0.702897399,0.704304601,18.53973,18.914270000000002,15.37767,15.688329999999999,38.058569999999996,38.82743
